id,date,location,state,lat,lon,predicted_probability,fatalities,trigger,type,location_accuracy
GLC2164,2010-07-29,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,25.3098633,94.48214677,0.8038330584905227,0.0,downpour,landslide,25km
GLC8684,2016-07-07,"Kamrup district, Assam, India",Assam,25.9611,91.3681,0.8002600483936989,2.0,continuous_rain,landslide,50km
LS14,2024-05-30,Thuampui,Mizoram,23.75,92.73,0.7952033370656177,1.0,Monsoon,Wall failure,exact
GLC2283,2010-08-19,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Manipur,24.8961,93.4957,0.7938237586578648,0.0,downpour,mudslide,5km
GLC7728,2015-08-22,Natonal Highway in Jorabat area,Assam,26.1028,91.8806,0.7855139631808514,0.0,continuous_rain,landslide,5km
GLC6971,2015-06-09,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,27.0987,93.816,0.7848262783543855,2.0,continuous_rain,landslide,5km
GLC3633,2011-06-20,Mokokchung,Nagaland,26.3186,94.5121,0.784199324327626,0.0,downpour,landslide,5km
GLC9334,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",Assam,24.5204,92.7264,0.7824795957142864,2.0,continuous_rain,landslide,1km
GLC587,2008-06-15,"Lakhimpur district, Bihpuria, Assam",Assam,27.2298,94.0989,0.7815186789759501,17.0,downpour,landslide,25km
LS5,2021-06-13,"Ngaizel, Kulikawn",Mizoram,23.73,92.73,0.7801831499945527,0.0,Monsoon,Rockslide,exact
GLC3556,2011-05-31,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Manipur,25.1555,93.8474,0.7800352837182085,0.0,continuous_rain,landslide,25km
GLC5441,2013-09-02,"Gosang Village Under Jengging Circle, Arunachal Pradesh",Arunachal Pradesh,28.611,94.9829,0.7799152521875676,0.0,downpour,landslide,5km
GLC8223,2015-09-14,"Aizawl, Mizoram, India",Mizoram,23.7348,92.7187,0.7790193818621622,0.0,downpour,landslide,5km
GLC6963,2015-06-19,"Muanna locality, Mizoram",Mizoram,23.7131,92.7362,0.7769204046794893,0.0,rain,landslide,50km
LS17,2024-08-28,Kawnpui,Mizoram,24.03,92.62,0.7741572017484234,0.0,Monsoon,Landslide,exact
GLC4908,2013-06-08,"15 Km From Gangtok, Himalayans",Sikkim,27.3721,88.708,0.7700468145833377,0.0,downpour,landslide,25km
GLC2281,2010-08-19,"Kisima, Nagaland",Nagaland,25.61560252,94.11603493,0.770030403485298,0.0,downpour,landslide,5km
GLC8366,2015-09-23,"Shillong, Meghalaya, India",Meghalaya,25.583,91.893,0.7669957404434475,2.0,downpour,landslide,5km
GLC7214,2015-07-15,Type-IV Colony of Seppa in East Kameng,Arunachal Pradesh,27.36,93.0385,0.7664990059208445,3.0,monsoon,landslide,5km
GLC7265,2015-07-22,Willong-Yangkhullen stretch,Manipur,25.5007,93.9854,0.760761108890269,0.0,continuous_rain,landslide,5km
GLC7660,2015-08-12,Phesama village,Nagaland,25.6237,94.1136,0.7578032992354905,0.0,continuous_rain,mudslide,5km
GLC7665,2015-08-11,Khoupum,Manipur,24.7016,93.5291,0.7569480434401976,0.0,continuous_rain,landslide,5km
GLC1930,2010-05-31,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh",Arunachal Pradesh,28.4298,95.8776,0.7568151287200509,0.0,downpour,landslide,50km
GLC7956,2015-09-05,Byrnihat,Meghalaya,26.048,91.8695,0.7547443681290963,0.0,unknown,landslide,1km
GLC6513,2014-08-14,Sabroom,Tripura,23.0137,91.7174,0.7524202339027637,3.0,downpour,mudslide,5km
GLC9251,2016-07-28,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",Nagaland,25.8702,94.7844,0.7471760179422006,0.0,downpour,landslide,1km
GLC2568,2010-10-08,"Nungba, Tamenglong, Manipur",Assam,24.7679,93.4108,0.7454656734248367,0.0,downpour,landslide,25km
GLC2344,2010-08-27,"NH-53 at Nungba police station, Kambirong(?), Manipur",Assam,24.7505,93.4221,0.7451658057313844,0.0,downpour,landslide,5km
GLC1108,2009-08-20,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",Assam,24.9925,93.5,0.7436793268749827,0.0,downpour,landslide,10km
GLC4313,2012-04-08,"Endulin Nallah, Mayodia, 17-camp, 83-camp",Arunachal Pradesh,28.4659,95.86,0.7410906422209629,0.0,downpour,landslide,50km
GLC9404,2016-05-01,"Hayuliang, Anjaw district,Arunachal Pradesh, India",Arunachal Pradesh,28.0822,96.5316,0.7408727325856777,0.0,downpour,landslide,1km
GLC2405,2010-09-09,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,28.3036,95.4112,0.7320605507125407,10.0,downpour,landslide,unknown
GLC7264,2015-07-22,22 kms to 30 kms between Sangkungmai and Willong,Manipur,25.4538,93.9827,0.7304986533165705,0.0,continuous_rain,landslide,5km
GLC4906,2013-06-07,"Helipong-Chessore Road, Nagaland",Nagaland,26.0977,94.7499,0.7291718835976162,0.0,unknown,landslide,10km
GLC3741,2011-07-07,Maram (80 km north of Imphal),Nagaland,25.4191,94.1079,0.7280463228748486,0.0,rain,landslide,5km
GLC3840,2011-07-25,Manipur,Manipur,24.6869,93.9157,0.7278411672543185,0.0,downpour,landslide,50km
GLC7279,2015-07-24,Tamenglong Ward No-IV,Manipur,24.9818,93.5142,0.725693893814281,0.0,monsoon,mudslide,50km
GLC8339,2015-09-23,Kamakhya Temple,Assam,26.1666,91.7042,0.7253926431182214,0.0,continuous_rain,landslide,1km
GLC7666,2015-08-11,Tousem,Manipur,25.1019,93.3729,0.7253540065178572,0.0,continuous_rain,landslide,5km
GLC7923,2015-09-01,Amingaon,Assam,26.49349035,91.72137514,0.7231081323971432,2.0,rain,landslide,10km
GLC7276,2015-07-25,,Assam,26.1062,91.8717,0.7121345389183037,2.0,continuous_rain,landslide,5km
GLC4424,2012-06-20,"Lalunggaon, Guwahati,  Assam",Assam,26.149,91.7351,0.7118131544986886,0.0,downpour,landslide,1km
GLC9335,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",Assam,24.5202,92.7239,0.711165140729958,2.0,continuous_rain,landslide,1km
GLC4403,2012-06-10,"Imphal-Jiribam section of NH-37 , Manipur",Manipur,24.8142,93.5444,0.7111284340668372,0.0,downpour,landslide,50km
GLC4378,2012-06-02,"Arunachal Pradesh, Dibang,",Arunachal Pradesh,28.8254,96.1517,0.7092646459224526,0.0,downpour,landslide,50km
GLC9168,2016-06-12,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",Arunachal Pradesh,27.6438,93.871,0.705196747106652,0.0,downpour,landslide,10km
GLC269,2007-09-18,Geyzing-Jorethang road and Naya Bazar-Legship road,Sikkim,27.2872,88.2816,0.7048119414988014,0.0,rain,landslide,50km
GLC4394,2012-06-07,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",Sikkim,27.1748,88.6458,0.6950736128634591,7.0,rain,landslide,25km
GLC5476,2013-09-07,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),Sikkim,27.3736,88.7323,0.6949567473994094,0.0,rain,landslide,25km
GLC5429,2013-09-01,Tamabong Village In Sikkim State,Sikkim,27.3425,88.2426,0.6921281473330388,5.0,downpour,landslide,50km
GLC8224,2015-09-14,"Aizawl, Mizoram, India",Mizoram,23.7313,92.7187,0.690328615221246,0.0,downpour,landslide,5km
LS12,2024-05-28,"BSUP, Durtlang",Mizoram,23.77,92.74,0.6869850437140644,0.0,Cyclone Remal,Debris flow,exact
LS1,2016-09-17,Tlangval,Mizoram,23.73,92.72,0.6848192619757841,5.0,Monsoon,Debris slide,exact
GLC7933,2015-09-01,Maligaon,Assam,26.1868,91.6739,0.6829970923074054,2.0,rain,rock_fall,1km
GLC7364,2015-07-31,Phungyar road,Manipur,24.819,94.3551,0.6745062894717185,0.0,continuous_rain,landslide,10km
GLC4798,2013-04-07,"Dibang Valley, Arunachal Pradesh",Arunachal Pradesh,28.8254,96.1509,0.6738168606832526,0.0,rain,landslide,unknown
GLC7263,2015-07-22,"15 kms from Maram, National Highway-102/A (Maram Peren road)",Manipur,25.4477,94.0489,0.658715734452636,0.0,continuous_rain,landslide,1km
LS2,2017-09-17,College Veng,Mizoram,23.72,92.72,0.6532311707347978,0.0,Monsoon,Shale failure,exact
GLC7706,2015-08-19,National Highway at Kuliang,Meghalaya,25.0728,92.3636,0.6493480268046309,0.0,rain,landslide,5km
GLC3965,2011-09-06,NH 37 at Awang Khul,Assam,24.808,93.117,0.643974591167632,3.0,rain,landslide,1km
GLC7778,2015-08-26,Phullen’s main road,Mizoram,23.8447,93.0514,0.6433420838347967,0.0,continuous_rain,mudslide,10km
GLC6990,2015-06-24,"New Land (""""New Colony"""")",Nagaland,26.0319,94.5466,0.6347962537554942,0.0,continuous_rain,landslide,5km
LS3,2019-07-02,Durtlang Leitan,Mizoram,23.77,92.74,0.6344391474778054,3.0,Monsoon,Translational slide,exact
GLC760,2008-08-29,"Kohima, Nagaland",Nagaland,25.67,94.1066,0.6335859796741115,0.0,downpour,complex,25km
GLC1857,2010-05-11,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",Meghalaya,25.3433,92.2897,0.6318902147866956,0.0,downpour,landslide,25km
GLC4905,2013-06-07,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",Nagaland,26.0977,94.7031,0.6275259984653982,0.0,unknown,landslide,25km
GLC8930,2016-07-11,"North Point Colony, Akuluto, Nagaland, India",Nagaland,26.1699,94.4922,0.6268504458648723,0.0,unknown,landslide,1km
GLC8222,2016-06-22,"Piyali Phukan Nagar, Guwahati, India",Assam,26.1961,91.7825,0.6260808234871178,1.0,downpour,mudslide,5km
GLC6015,2014-05-08,Lohit District of Arunachal Pradesh,Arunachal Pradesh,27.9032,96.174,0.6245094243446622,0.0,rain,mudslide,1km
GLC8995,2016-07-14,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",Assam,26.1963,91.8074,0.6057353461939158,1.0,monsoon,landslide,5km
GLC7336,2015-08-19,NH-62 at Sibbari,Meghalaya,25.2193,90.5549,0.6036991766728611,0.0,continuous_rain,landslide,10km
GLC8996,2016-07-14,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",Assam,26.1768,91.7702,0.6005015950889211,1.0,monsoon,landslide,1km
GLC322,2007-10-21,National Highway 53 at Nungba in Tamenglong district of Manipur,Assam,24.75,93.4333,0.5936107977328606,0.0,rain,landslide,25km
GLC7590,2015-08-19,Tongseng,Meghalaya,25.1416,92.3807,0.5930172379417692,0.0,rain,landslide,5km
GLC9232,2016-07-28,"Ngur, near Mizoram-Myanmar border, India",Mizoram,23.5397,93.3783,0.5801353472847792,2.0,continuous_rain,landslide,1km
GLC7253,2015-07-22,Lakhipur,Assam,24.7979,92.9974,0.5654188147122607,5.0,continuous_rain,landslide,5km
GLC3760,2011-07-11,"NH-61, 1 km before reaching Botsa",Nagaland,25.6703,94.1095,0.5643733973280923,0.0,downpour,landslide,25km
GLC2253,2010-08-15,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,25.31006064,94.48265093,0.5614449959833835,0.0,downpour,landslide,25km
GLC1756,2010-04-17,"Nam Nang, Gangtok",Sikkim,27.322,88.6087,0.5485571880576081,0.0,downpour,landslide,1km
GLC7589,2015-08-19,National Highway 44,Meghalaya,25.2568,92.3825,0.5383881625749427,0.0,rain,landslide,25km
GLC6945,2015-06-19,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",Manipur,25.16,93.686,0.5362484879987487,0.0,monsoon,landslide,1km
GLC1168,2009-09-17,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",Sikkim,27.1954,88.6115,0.5316024090536619,0.0,rain,landslide,5km
GLC4377,2012-06-02,"Guwahati, Assam",Assam,26.1475,91.7356,0.5313125345028419,0.0,downpour,landslide,5km
GLC1109,2009-08-20,Lumding-Badarpur section in North Cachar Hills district,Assam,25.5215,93.1645,0.5267813395010985,0.0,downpour,landslide,25km
GLC9252,2016-07-28,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",Arunachal Pradesh,27.5748,91.8644,0.5204979054046148,0.0,monsoon,landslide,5km
GLC7266,2015-07-22,Yangkhullen-Tamphung road till Nagaland border,Manipur,25.5098,93.8794,0.5111266107682091,0.0,continuous_rain,landslide,10km
GLC6222,2014-10-01,Karsingsa block point,Arunachal Pradesh,27.1249,93.7706,0.5071782027446097,5.0,unknown,landslide,5km
GLC8901,2016-07-10,"National Highway 2, near Kohima, Nagaland, India",Nagaland,25.7902,94.1318,0.5048605100479697,0.0,downpour,landslide,25km
GLC7409,2015-08-02,Meluri Sub-Division in Phek District of Nagaland,Nagaland,25.72,94.6219,0.504838919513441,0.0,continuous_rain,landslide,10km
GLC1929,2010-05-31,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",Sikkim,27.3543,88.6428,0.5041709901171496,0.0,downpour,landslide,5km
GLC6016,2014-05-09,"Satgarakul Village, Karimganj, Assam State",Assam,24.8669,92.3576,0.5019194564341151,7.0,rain,landslide,1km
GLC5421,2013-08-30,"Yakshu, Nagaland",Nagaland,26.4205,94.9731,0.4956022843046188,0.0,unknown,mudslide,5km
GLC2249,2010-08-14,"Kiphire-Tuensang rd, Nagaland",Nagaland,26.0814,94.803,0.49506603361457907,0.0,downpour,landslide,25km
GLC2112,2010-07-21,"Zang(?), east Sikkim",Sikkim,27.5509,88.6475,0.48932884665822096,0.0,downpour,landslide,unknown
GLC8900,2016-07-07,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",Manipur,25.0118,94.3136,0.47855149024185745,0.0,monsoon,landslide,25km
GLC7701,2015-08-19,Phesama,Nagaland,25.6278,94.1051,0.4415046259440219,0.0,continuous_rain,landslide,5km
GLC9620,2016-10-15,Rangpo,Sikkim,27.172,88.5292,0.4382955495588206,0.0,downpour,landslide,5km
GLC870,2008-10-29,"West Kameng, Arunachal Pradesh",Arunachal Pradesh,27.4,92.35,0.4229049958843209,12.0,downpour,mudslide,50km
GLC7727,2015-08-20,between Phesama and Kuima in Nagaland,Nagaland,25.6263,94.1057,0.4215703613647542,0.0,continuous_rain,landslide,5km
GLC5603,2013-10-13,"Tusom, Manipur",Manipur,25.426,94.6024,0.4089389458756873,0.0,downpour,mudslide,5km
GLC5431,2013-09-01,"Tamenglong, Manipur",Assam,24.9829,93.5063,0.40872019551150046,0.0,continuous_rain,mudslide,5km
GLC545,2008-05-20,"A Cachar District village, near village of Srinager, Assam",Assam,24.9849,92.8411,0.39902854355506656,5.0,mining,mudslide,50km
GLC580,2008-06-09,"near Kuloor church, in Manipur along National Highway",Manipur,24.6596,93.9784,0.3948396571504775,0.0,monsoon,landslide,unknown
GLC7655,2016-04-22,"Tawang, Arunachal Pradesh",Arunachal Pradesh,27.5799,91.8569,0.39225015450685086,17.0,continuous_rain,landslide,5km
GLC869,2008-10-29,North Lakhimpur,Assam,27.2333,94.1167,0.38094972559293505,0.0,downpour,landslide,50km
GLC868,2008-10-29,"Kamrup, and Sonitpur, Assam",Assam,26.3333,91.25,0.3805539992449363,7.0,downpour,landslide,50km
GLC1755,2010-04-17,"Natl. Highway 31-A at Pani House(?), Gangtok",Sikkim,27.3341,88.6083,0.36714563748488244,0.0,downpour,landslide,5km
GLC9186,2016-07-25,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",Manipur,25.48,94.1383,0.3647782577300838,0.0,continuous_rain,landslide,1km
GLC1061,2009-07-01,"4th Mile, Lower Mangshila in North Sikkim",Sikkim,27.478,88.527,0.3626479220399607,0.0,downpour,landslide,1km
GLC7335,2015-08-18,Tura Civil Hospital,Meghalaya,25.5145,90.2023,0.3552270877062196,0.0,continuous_rain,landslide,1km
GLC57,2007-04-11,"Sikkim, 13 km north of Gangtok",Sikkim,27.4459,88.6193,0.3526991865396438,0.0,downpour,landslide,5km
GLC5430,2013-09-01,"Tamenglong- Khongsang Road, Manipur",Manipur,24.9037,93.487,0.34286983477666927,0.0,continuous_rain,mudslide,25km
GLC4393,2012-06-07,"Nathang Maong, Sikkim",Sikkim,27.7565,88.632,0.3411132838384766,7.0,downpour,landslide,25km
GLC4385,2012-06-03,"lachen, Sikkim",Sikkim,27.7167,88.5577,0.32464176285758883,0.0,downpour,landslide,5km
GLC4757,2013-02-18,"East Siang, Arunachal Pradesh",Arunachal Pradesh,28.1193,95.1645,0.2856315411644436,3.0,rain,landslide,5km
GLC7699,2015-08-19,Zunheboto district,Nagaland,26.0214,94.5224,0.2588907946351638,0.0,continuous_rain,landslide,50km
GLC9405,2016-04-19,"Techahan Ward, Mon, Nagaland, India",Nagaland,26.7223,95.0243,0.25866125355474734,0.0,continuous_rain,landslide,1km
GLC2743,2010-11-22,"Tawang Monastery, Arunachal Pradesh",Arunachal Pradesh,27.5798729,91.85672387,0.24011062524170004,0.0,unknown,landslide,1km
GLC5575,2013-10-05,"Chiechama, Nagaland",Nagaland,25.8266,94.1497,0.235483240485227,0.0,continuous_rain,mudslide,5km
GLC1613,2010-04-02,"Koloriang, Kuring Kumey district, Arunachal Pradesh",Arunachal Pradesh,27.8997,93.3497,0.2014139502257934,12.0,downpour,mudslide,1km
GLC78,2007-05-23,"Pangthang, on road b/t Gangtok and North Sikkim",Sikkim,27.3383,88.6069,0.1858452412440558,0.0,rain,landslide,50km
GLC9464,2016-08-05,Babrang village under Jang circle in Tawang district,Arunachal Pradesh,27.5754,91.9754,0.17394707690124442,0.0,downpour,landslide,5km
GLC5552,2013-09-24,"Ukhrul, Manipur",Manipur,25.0985,94.3619,0.1714787883599553,0.0,unknown,landslide,5km
GLC6293,2014-10-20,South West Garo Hills,Meghalaya,25.5006,90.0896,0.14579479570858545,6.0,rain,landslide,50km
GLC9619,2016-10-15,Namchi,Sikkim,27.1695,88.3664,0.14518867786256,0.0,rain,landslide,5km
GLC4610,2012-11-11,"Dapchhuah, Mamit, Mizoram",Mizoram,23.7705,92.5217,0.13480679104487414,4.0,downpour,landslide,5km
GLC7031,2015-05-24,"Bop, Sikkim",Sikkim,27.6163,88.6586,0.07064532722583426,0.0,unknown,landslide,1km
GLC7887,2015-08-16,Hawai,Arunachal Pradesh,27.8835,96.9262,0.06150354372638855,0.0,continuous_rain,landslide,50km
GLC7334,2015-08-18,Arunachal Pradesh,Arunachal Pradesh,28.1737,94.7596,0.05783863518131235,1.0,unknown,landslide,unknown
GLC4241,2012-03-04,Tamei constituency in Tamenlong district,Manipur,25.1604,93.6795,0.027514903410231852,0.0,unknown,landslide,25km
GLC7591,2015-03-19,Ratacherra,Assam,25.0318,92.4584,0.02352200592039728,0.0,rain,landslide,5km
GLC1596,2010-03-27,"LangthAbal Khoupum, Imphal, Manipur",Manipur,24.7339,93.9161,0.019278252196616517,0.0,downpour,mudslide,5km
