id,location,lat,lon,state,live_risk,as_of_date
GLC7364,Phungyar road,24.819,94.3551,Manipur,0.6259937847274082,2026-09-02
GLC7372,Naga Gate along the Ukhrul-Imphal route,25.0634,94.3415,Manipur,0.5511117050264979,2026-09-02
GLC7370,between Moltuk to New Songjang village,24.1419,94.1078,Manipur,0.47452409179895133,2026-09-02
GLC7385,"Holenjang, Chandel district",24.004,93.9815,Manipur,0.39022082759129956,2026-09-02
GLC7369,between Chalong and Paraolon,24.1988,94.1016,Manipur,0.4733204603459339,2026-09-02
GLC7383,"Tuitung village, Khengjoi",23.899,94.1434,Manipur,0.3749178794036534,2026-09-02
GLC7373,between Maku village and Kamjong sub division,24.9111,94.4759,Manipur,0.5216960948360242,2026-09-02
GLC7389,between Bongyang and Lokchao along the Imphal-Moreh highway,24.4072,94.0644,Manipur,0.4591798345041625,2026-09-02
GLC7371,near S Lamphei Lamkhai and Sehlon village,23.9939,94.0573,Manipur,0.4100461478468226,2026-09-02
GLC7388,Senam,24.416,94.0984,Manipur,0.412709252452516,2026-09-02
GLC7374,Ukhrul town Circular road from Rayotang to Viewland Zone II,25.1122,94.3591,Manipur,0.501781527854007,2026-09-02
GLC7409,Meluri Sub-Division in Phek District of Nagaland,25.72,94.6219,Nagaland,0.30281430909329354,2026-09-02
GLC7666,Tousem,25.1019,93.3729,Manipur,0.4062109216313964,2026-09-02
GLC7664,Nungba,24.7459,93.4251,Manipur,0.3777645009397691,2026-09-02
GLC7665,Khoupum,24.7016,93.5291,Manipur,0.22352811744367468,2026-09-02
GLC7660,Phesama village,25.6237,94.1136,Nagaland,0.36519402569654846,2026-09-02
GLC7887,Hawai,27.8835,96.9262,Arunachal Pradesh,0.35643502220788703,2026-09-02
GLC7335,Tura Civil Hospital,25.5145,90.2023,Meghalaya,0.2385458497746974,2026-09-02
GLC7334,Arunachal Pradesh,28.1737,94.7596,Arunachal Pradesh,0.3444736825981733,2026-09-02
GLC7701,Phesama,25.6278,94.1051,Nagaland,0.4113019778229459,2026-09-02
GLC7699,Zunheboto district,26.0214,94.5224,Nagaland,0.2717604104291452,2026-09-02
GLC7589,National Highway 44,25.2568,92.3825,Meghalaya,0.4328781021662001,2026-09-02
GLC7590,Tongseng,25.1416,92.3807,Meghalaya,0.30962973994661264,2026-09-02
GLC7706,National Highway at Kuliang,25.0728,92.3636,Meghalaya,0.4322167986033412,2026-09-02
GLC7336,NH-62 at Sibbari,25.2193,90.5549,Meghalaya,0.34927960968589256,2026-09-02
GLC7727,between Phesama and Kuima in Nagaland,25.6263,94.1057,Nagaland,0.5970272087359649,2026-09-02
GLC7728,Natonal Highway in Jorabat area,26.1028,91.8806,Assam,0.37006925313098743,2026-09-02
GLC7780,Sailam village,23.3572,92.7878,Mizoram,0.42701546928378664,2026-09-02
GLC7778,Phullen’s main road,23.8447,93.0514,Mizoram,0.40095878539533863,2026-09-02
GLC7836,"National Highway 54, at Kawnpui town",24.042,92.6724,Mizoram,0.4495123178071561,2026-09-02
GLC7933,Maligaon,26.1868,91.6739,Assam,0.2236129948281693,2026-09-02
GLC7923,Amingaon,26.49349035,91.72137514,Assam,0.2454985729611968,2026-09-02
GLC7956,Byrnihat,26.048,91.8695,Meghalaya,0.327915034972544,2026-09-02
GLC8012,"Umling, Meghalaya 793102, India",25.9703,91.8584,Meghalaya,0.36608552164181946,2026-09-02
GLC8224,"Aizawl, Mizoram, India",23.7313,92.7187,Mizoram,0.6449917039352314,2026-09-02
GLC8223,"Aizawl, Mizoram, India",23.7348,92.7187,Mizoram,0.7003922520504728,2026-09-02
GLC8339,Kamakhya Temple,26.1666,91.7042,Assam,0.20409963138887663,2026-09-02
GLC8366,"Shillong, Meghalaya, India",25.583,91.893,Meghalaya,0.6029592414001104,2026-09-02
GLC9405,"Techahan Ward, Mon, Nagaland, India",26.7223,95.0243,Nagaland,0.2698483874370612,2026-09-02
GLC7655,"Tawang, Arunachal Pradesh",27.5799,91.8569,Arunachal Pradesh,0.20805184902400226,2026-09-02
GLC9404,"Hayuliang, Anjaw district,Arunachal Pradesh, India",28.0822,96.5316,Arunachal Pradesh,0.41924132188328145,2026-09-02
GLC9335,"Bilaipur, Hailakandi district, Assam, India",24.5202,92.7239,Assam,0.2899517226358461,2026-09-02
GLC9338,"Sonachirra, Karimganj district, Assam, India",24.4638,92.4943,Assam,0.42590894861832124,2026-09-02
GLC9334,"Bilaipur, Hailakandi district, Assam, India",24.5204,92.7264,Assam,0.34306031662216235,2026-09-02
GLC9168,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",27.6438,93.871,Arunachal Pradesh,0.2546881433161241,2026-09-02
GLC9142,"lower Majakong Ward, Mokokchung, Nagaland, India",26.3185,94.5247,Nagaland,0.3629460451007089,2026-09-02
GLC8222,"Piyali Phukan Nagar, Guwahati, India",26.1961,91.7825,Assam,0.18950473138166152,2026-09-02
GLC8237,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",27.0136,92.6351,Arunachal Pradesh,0.20511629576882978,2026-09-02
GLC8900,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",25.0118,94.3136,Manipur,0.3331483855139696,2026-09-02
GLC8684,"Kamrup district, Assam, India",25.9611,91.3681,Assam,0.3717694062030786,2026-09-02
GLC8901,"National Highway 2, near Kohima, Nagaland, India",25.7902,94.1318,Nagaland,0.3493762537834452,2026-09-02
GLC8930,"North Point Colony, Akuluto, Nagaland, India",26.1699,94.4922,Nagaland,0.344105816261211,2026-09-02
GLC8995,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",26.1963,91.8074,Assam,0.35198455110324256,2026-09-02
GLC8996,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",26.1768,91.7702,Assam,0.35816297381018225,2026-09-02
GLC9051,"12th Mile area at Jorabat, Meghalaya, India",26.09748244,91.8744337,Meghalaya,0.508230122402664,2026-09-02
GLC9124,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",25.203,90.5573,Meghalaya,0.22072363277013873,2026-09-02
GLC9186,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",25.48,94.1383,Manipur,0.2911909423066308,2026-09-02
GLC9219,"Zunheboto, Nagaland, India",26.0101,94.5282,Nagaland,0.46826207446044227,2026-09-02
GLC9251,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",25.8702,94.7844,Nagaland,0.2224183469632096,2026-09-02
GLC9232,"Ngur, near Mizoram-Myanmar border, India",23.5397,93.3783,Mizoram,0.3576786872272571,2026-09-02
GLC9252,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",27.5748,91.8644,Arunachal Pradesh,0.17695686704585328,2026-09-02
GLC9464,Babrang village under Jang circle in Tawang district,27.5754,91.9754,Arunachal Pradesh,0.17390742391923594,2026-09-02
LS1,Tlangval,23.73,92.72,Mizoram,0.6089215687311497,2026-09-02
GLC9620,Rangpo,27.172,88.5292,Sikkim,0.44245458929262754,2026-09-02
GLC9619,Namchi,27.1695,88.3664,Sikkim,0.2973615494682265,2026-09-02
LS2,College Veng,23.72,92.72,Mizoram,0.4869265072059553,2026-09-02
LS3,Durtlang Leitan,23.77,92.74,Mizoram,0.5950360383045542,2026-09-02
LS5,"Ngaizel, Kulikawn",23.73,92.73,Mizoram,0.6065996779084767,2026-09-02
LS6,Melthum quarry,23.7,92.72,Mizoram,0.5335834126177741,2026-09-02
LS8,Salem Veng,23.74,92.72,Mizoram,0.5658320945929315,2026-09-02
LS9,Falkawn,23.68,92.73,Mizoram,0.3416270590968347,2026-09-02
LS10,Chawnpui,23.72,92.71,Mizoram,0.5864188123568506,2026-09-02
LS13,"NH-6, Hunthar",23.74,92.71,Mizoram,0.522245467339769,2026-09-02
LS14,Thuampui,23.75,92.73,Mizoram,0.40096071541558403,2026-09-02
LS15,Zemabawk,23.76,92.74,Mizoram,0.48157959557383995,2026-09-02
LS16,Zuangtui,23.76,92.73,Mizoram,0.46133343055002984,2026-09-02
LS17,Kawnpui,24.03,92.62,Mizoram,0.5113943921809625,2026-09-02
